Zipcode,City,Area ID,Area Name,Crime Code,Crime Code Description,Date Occurred,Date Reported,DR #,Latitude,Longitude,Location,MO Code,Premise Code,Reporting District,Time Occurred,mo_descriptions,count_of_crime,charge_of_violations
90071,los angeles,01,Central,860,BATTERY WITH SEXUAL CONTACT,2010-01-26,2010-01-26,100105364,34.0584,-118.2513,200 N  FIGUEROA                     ST,0503 0522,702,0121,1615,"{'0503': 'Fondle victim', '0522': 'Touched'}",2,2
90017,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-26,2010-01-26,100105366,34.0480,-118.2577,700 W  7TH                          ST,0400 0416 0429,102,0162,0830,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",3,3
90015,los angeles,01,Central,888,TRESPASSING,2010-01-26,2010-01-26,100105371,34.0437,-118.2652,1100 S  FIGUEROA                     ST,0329 1402,710,0181,1650,"{'0329': 'Vandalized', '1402': 'Evidence Booked (any crime)'}",2,2
90013,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-26,2010-01-26,100105383,34.0493,-118.2418,200 S  SAN PEDRO                    ST,0400 0408 2000,502,0138,2230,"{'0400': 'Force used', '0408': 'Choked/uses choke hold/Strangulation/Suffocation', '2000': 'Domestic violence'}",3,3
90031,los angeles,01,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2010-01-25,2010-01-27,100105389,34.0713,-118.2291,400    CASANOVA                     ST,,101,0105,1800,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-21,2010-01-26,100105393,34.0474,-118.2531,6TH                          ST,0344,203,0153,1000,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),2010-01-27,2010-01-27,100105396,34.0433,-118.2504,7TH                          ST,0344,101,0174,1300,{'0344': 'Removes vict property'},1,1
90062,inglewood,03,Southwest,510,VEHICLE - STOLEN,2010-02-02,2010-02-02,100105397,34.0109,-118.3051,1500 W  MARTIN LUTHER KING JR        BL,,101,0395,2200,{'nan': 'Unknown code'},1,1
90012,los angeles,01,Central,510,VEHICLE - STOLEN,2010-01-27,2010-01-27,100105399,34.0633,-118.2290,300    BLOOM                        ST,,101,0118,0830,{'nan': 'Unknown code'},1,1
90079,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-26,2010-01-27,100105404,34.0549,-118.2426,200 W  TEMPLE                       ST,0906,725,0123,1200,{'0906': 'Gangs'},1,1
90014,los angeles,01,Central,310,BURGLARY,2010-01-26,2010-01-27,100105406,34.0409,-118.2574,1000 S  BROADWAY,0344,710,0185,1900,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-27,2010-01-27,100105420,34.0371,-118.2551,1100    MAPLE                        AV,0416 1402,101,0185,1615,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",2,2
90014,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-27,2010-01-27,100105421,34.0371,-118.2551,1100    MAPLE                        AV,0416 1402,101,0185,1615,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",2,2
90014,los angeles,01,Central,649,DOCUMENT FORGERY / STOLEN FELONY,2010-01-11,2010-01-27,100105422,34.0467,-118.2520,600 S  BROADWAY,,203,0153,0800,{'nan': 'Unknown code'},1,1
90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-26,2010-01-27,100105424,34.0459,-118.2579,800 S  GRAND                        AV,0344,203,0162,1500,{'0344': 'Removes vict property'},1,1
90015,los angeles,01,Central,354,THEFT OF IDENTITY,2010-01-21,2010-01-27,100105425,34.0342,-118.2636,1600 S  BROADWAY,,203,0195,1500,{'nan': 'Unknown code'},1,1
90015,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-27,2010-01-27,100105433,34.0423,-118.2666,1200 S  FIGUEROA                     ST,0344 0358 1307 1609,108,0181,1335,"{'0344': 'Removes vict property', '0358': 'Forces Entry', '1307': 'Breaks window', '1609': 'Smashed'}",4,4
90015,los angeles,01,Central,928,THREATENING PHONE CALLS/LETTERS,2010-02-02,2010-02-03,100105720,34.0317,-118.2641,1800 S  MAIN                         ST,,502,0195,1030,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-27,2010-01-27,100105434,34.0384,-118.2571,1100 S  LOS ANGELES                  ST,0400,710,0185,1215,{'0400': 'Force used'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-27,2010-01-27,100105435,34.0384,-118.2571,1100 S  LOS ANGELES                  ST,0417,710,0185,1215,{'0417': 'Kicked'},1,1
90015,los angeles,01,Central,888,TRESPASSING,2010-01-27,2010-01-27,100105437,34.0317,-118.2641,1800 S  MAIN                         ST,,502,0195,1000,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-01-27,2010-01-27,100105438,34.0423,-118.2452,600 S  SAN PEDRO                    ST,0421 0906,504,0166,0545,"{'0421': 'Threaten to kill', '0906': 'Gangs'}",2,2
90026,los angeles,01,Central,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2010-01-26,2010-01-26,100105449,34.0720,-118.2508,1300 W  SUNSET                       BL,,505,0101,1400,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,354,THEFT OF IDENTITY,2010-01-24,2010-01-28,100105451,34.0433,-118.2504,700 S  LOS ANGELES                  ST,0377,501,0176,1200,"{'0377': ""Takes vict's identification/driver license""}",1,1
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-27,2010-01-27,100105461,34.0421,-118.2327,SANTA FE                     AV,0344 1609,101,0159,1400,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-27,2010-01-27,100105462,34.0430,-118.2341,400    MOLINO                       ST,0344 1609,707,0159,1800,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90013,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-14,2010-01-14,100105465,34.0493,-118.2418,300 E  2ND                          ST,0344,203,0138,1500,{'0344': 'Removes vict property'},1,1
90071,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-01-26,2010-01-28,100105471,34.0535,-118.2560,400 S  FIGUEROA                     ST,,203,0142,1230,{'nan': 'Unknown code'},1,1
90013,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-21,2010-01-21,100105475,34.0529,-118.2329,700 E  COMMERCIAL                   ST,0908,203,0129,2130,{'0908': 'Prostitution'},1,1
90012,los angeles,01,Central,860,BATTERY WITH SEXUAL CONTACT,2010-01-26,2010-01-28,100105476,34.0606,-118.2439,700 W  CESAR E CHAVEZ               AV,0503 0522,101,0111,1535,"{'0503': 'Fondle victim', '0522': 'Touched'}",2,2
90014,los angeles,01,Central,310,BURGLARY,2010-01-28,2010-01-28,100105477,34.0378,-118.2561,300 E  11TH                         ST,0344,201,0185,0150,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-27,2010-01-28,100105482,34.0467,-118.2485,500 S  MAIN                         ST,0344,102,0154,1600,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,350,"THEFT, PERSON",2010-01-22,2010-01-28,100105483,34.0423,-118.2452,600 S  SAN PEDRO                    ST,0344,710,0166,2100,{'0344': 'Removes vict property'},1,1
90013,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-27,2010-01-28,100105484,34.0433,-118.2381,4TH,0329 1609,122,0138,1715,"{'0329': 'Vandalized', '1609': 'Smashed'}",2,2
90015,los angeles,01,Central,761,BRANDISH WEAPON,2010-01-23,2010-01-28,100105489,34.0379,-118.2682,1500 S  FLOWER                       ST,0334 0432 0601,203,0192,1930,"{'0334': 'Brandishes weapon', '0432': 'Intimidation', '0601': 'Business'}",3,3
90071,los angeles,01,Central,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),2010-01-24,2010-01-28,100105499,34.0523,-118.2536,4TH,0344 0601 1300,101,0142,2330,"{'0344': 'Removes vict property', '0601': 'Business', '1300': 'Vehicle involved'}",3,3
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-27,2010-01-29,100105506,34.0401,-118.2533,900    SANTEE                       ST,0344,203,0185,1530,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,350,"THEFT, PERSON",2010-01-28,2010-01-29,100105511,34.0446,-118.2490,6TH,0344,108,0164,2010,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-29,2010-01-29,100105513,34.0467,-118.2556,500 W  7TH                          ST,0416,207,0152,0215,{'0416': 'Hit-Hit w/ weapon'},1,1
90017,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-27,2010-01-29,100105519,34.0473,-118.2566,7TH                          ST,0344,102,0162,2300,{'0344': 'Removes vict property'},1,1
90012,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-28,2010-01-28,100105520,34.0683,-118.2450,1000    FIGUEROA                     TR,,507,0101,1430,{'nan': 'Unknown code'},1,1
90015,los angeles,01,Central,121,"RAPE, FORCIBLE",2010-01-28,2010-01-29,100105522,34.0401,-118.2668,1300 S  FLOWER                       ST,,502,0192,0800,{'nan': 'Unknown code'},1,1
90079,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-29,2010-01-29,100105524,34.0532,-118.2425,200 N  MAIN                         ST,0344,725,0124,0845,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-29,2010-01-29,100105525,34.0474,-118.2531,600 S  HILL                         ST,0416,203,0153,1030,{'0416': 'Hit-Hit w/ weapon'},1,1
90071,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-28,2010-01-29,100105527,34.0551,-118.2545,300 S  FIGUEROA                     ST,,101,0141,1330,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-27,2010-01-29,100105528,34.0467,-118.2485,100 E  5TH                          ST,,101,0154,1430,{'nan': 'Unknown code'},1,1
90017,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-28,2010-01-29,100105529,34.0444,-118.2628,1000 S  FLOWER                       ST,0344,502,0182,2300,{'0344': 'Removes vict property'},1,1
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-28,2010-01-29,100105531,34.0442,-118.2439,500 S  SAN PEDRO                    ST,0416 2000 2004,504,0156,0040,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence', '2004': 'Suspect is homeless/transient'}",3,3
90021,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-29,2010-01-29,100105560,34.0384,-118.2305,SANTA FE,0329,203,0159,2240,{'0329': 'Vandalized'},1,1
90071,los angeles,01,Central,901,VIOLATION OF RESTRAINING ORDER,2010-01-29,2010-01-30,100105562,34.0502,-118.2540,600 W  5TH                          ST,,738,0152,1500,{'nan': 'Unknown code'},1,1
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-29,2010-01-30,100105564,34.0486,-118.2351,800 E  1ST                          ST,0344 1609,101,0139,2230,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90014,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-28,2010-01-30,100105565,34.0481,-118.2542,500 W  6TH                          ST,0329,122,0152,2330,{'0329': 'Vandalized'},1,1
90015,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-01-29,2010-01-30,100105567,34.0363,-118.2677,HOPE,0329,122,0192,1835,{'0329': 'Vandalized'},1,1
90015,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-01-30,2010-01-30,100105568,34.0308,-118.2602,1700    MAPLE                        AV,0329,203,0195,0100,{'0329': 'Vandalized'},1,1
90071,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-30,2010-01-30,100105571,34.0584,-118.2513,DIAMOND,0344 1302,101,0121,0800,"{'0344': 'Removes vict property', '1302': ""Suspect forced way into victim's vehicle""}",2,2
90014,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-27,2010-01-30,100105572,34.0463,-118.2550,7TH,0344 1300,108,0162,2100,"{'0344': 'Removes vict property', '1300': 'Vehicle involved'}",2,2
90012,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-29,2010-01-30,100105573,34.0571,-118.2435,HILL,0416 0429 1218,101,0112,1630,"{'0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground', '1218': 'Victim was Homeless/Transient'}",3,3
90012,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-29,2010-01-30,100105574,34.0571,-118.2435,HILL,0416 1218,101,0112,1630,"{'0416': 'Hit-Hit w/ weapon', '1218': 'Victim was Homeless/Transient'}",2,2
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-30,2010-01-30,100105585,34.0435,-118.2471,600    WALL                         ST,0416 0419 0917,502,0166,1430,"{'0416': 'Hit-Hit w/ weapon', '0419': 'Pulled victims hair', '0917': ""Victim's Employment""}",3,3
90015,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-22,2010-01-30,100105586,34.0317,-118.2641,1800 S  MAIN                         ST,0344,504,0195,1900,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-30,2010-01-30,100105592,34.0384,-118.2571,1100 S  LOS ANGELES                  ST,0601 0914,102,0185,1530,"{'0601': 'Business', '0914': 'Other Felony'}",2,2
90014,los angeles,01,Central,220,ATTEMPTED ROBBERY,2010-01-30,2010-01-30,100105594,34.0403,-118.2421,6TH,0302 0432 0906 0907 1100 1402,102,0148,0945,"{'0302': 'Aimed gun', '0432': 'Intimidation', '0906': 'Gangs', '0907': 'Narcotics (Buy-Sell-Rip)', '1100': 'Shots Fired', '1402': 'Evidence Booked (any crime)'}",6,6
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-30,2010-01-30,100105595,34.0403,-118.2421,6TH,0416 0411 0417 0429,102,0158,0945,"{'0416': 'Hit-Hit w/ weapon', '0411': 'Cut/stabbed', '0417': 'Kicked', '0429': 'Vict knocked to ground'}",4,4
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-30,2010-01-30,100105596,34.0435,-118.2471,6TH,0400 2000,102,0155,1830,"{'0400': 'Force used', '2000': 'Domestic violence'}",2,2
90014,los angeles,01,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2010-01-30,2010-01-30,100105597,34.0467,-118.2556,700 S  OLIVE                        ST,0416 2000,502,0162,1645,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-31,2010-01-31,100105605,34.0463,-118.2515,6TH,0400 0416,102,0153,0305,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon'}",2,2
90013,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-30,2010-01-30,100105607,34.0533,-118.2379,600 N  ALAMEDA                      ST,0344,725,0127,1745,{'0344': 'Removes vict property'},1,1
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-31,2010-01-31,100105609,34.0515,-118.2424,100 N  LOS ANGELES                  ST,1212 1501,726,0127,0715,"{'1212': 'LA Police Officer', '1501': 'Other MO (see rpt)'}",2,2
90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-31,2010-01-31,100105611,34.0617,-118.2469,500 N  FIGUEROA                     ST,0344 1609,108,0111,0710,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90014,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-30,2010-01-31,100105612,34.0407,-118.2468,7TH                          ST,0329,122,0176,2200,{'0329': 'Vandalized'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-31,2010-01-31,100105616,34.0467,-118.2485,500 S  MAIN                         ST,0408 0416 2000,502,0154,1145,"{'0408': 'Choked/uses choke hold/Strangulation/Suffocation', '0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",3,3
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-31,2010-01-31,100105621,34.0481,-118.2542,6TH,0400,109,0152,1035,{'0400': 'Force used'},1,1
90015,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-31,2010-01-31,100105622,34.0451,-118.2700,1100    CHERRY                       ST,0344,710,0181,1400,{'0344': 'Removes vict property'},1,1
90015,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-31,2010-01-31,100105623,34.0423,-118.2666,12TH                         ST,0701,108,0182,1600,{'0701': 'THEFT: Trick or Device'},1,1
90012,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-01-31,2010-01-31,100105624,34.0633,-118.2290,300    BLOOM                        ST,0421 0432 1402,501,0118,1240,"{'0421': 'Threaten to kill', '0432': 'Intimidation', '1402': 'Evidence Booked (any crime)'}",3,3
90017,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-31,2010-02-01,100105629,34.0494,-118.2599,700 S  FIGUEROA                     ST,0416 9999,101,0161,2315,"{'0416': 'Hit-Hit w/ weapon', '9999': 'Indistinctive MO'}",2,2
90012,los angeles,01,Central,920,KIDNAPPING - GRAND ATTEMPT,2010-01-29,2010-01-29,100105631,34.0598,-118.2485,TEMPLE                       ST,0400,101,0122,2330,{'0400': 'Force used'},1,1
90014,los angeles,01,Central,210,ROBBERY,2010-01-31,2010-01-31,100105632,34.0449,-118.2458,5TH                          ST,0400 0416 1218,102,0155,2230,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '1218': 'Victim was Homeless/Transient'}",3,3
90017,los angeles,01,Central,210,ROBBERY,2010-01-31,2010-01-31,100105633,34.0480,-118.2577,7TH                          ST,0344 0416,102,0152,1800,"{'0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon'}",2,2
90015,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-31,2010-01-31,100105639,34.0423,-118.2666,1200 S  FIGUEROA                     ST,0344,108,0181,2115,{'0344': 'Removes vict property'},1,1
90071,los angeles,01,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2010-01-31,2010-02-01,100105640,34.0551,-118.2545,300 S  FIGUEROA                     ST,0344,108,0141,1845,{'0344': 'Removes vict property'},1,1
90017,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-04,2010-01-31,100105641,34.0502,-118.2574,600 S  FLOWER                       ST,0344 0400,502,0152,2100,"{'0344': 'Removes vict property', '0400': 'Force used'}",2,2
90071,los angeles,01,Central,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2010-01-29,2010-02-01,100105644,34.0516,-118.2561,500 S  FLOWER                       ST,,203,0152,1200,{'nan': 'Unknown code'},1,1
90012,los angeles,01,Central,510,VEHICLE - STOLEN,2010-01-30,2010-02-01,100105649,34.0637,-118.2440,800    ALPINE                       ST,,101,0111,1800,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-02-01,2010-02-01,100105651,34.0423,-118.2452,6TH,0411,102,0166,1205,{'0411': 'Cut/stabbed'},1,1
90014,los angeles,01,Central,210,ROBBERY,2010-02-01,2010-02-01,100105653,34.0384,-118.2571,200 E  11TH                         ST,0325 0400 0416,406,0185,1400,"{'0325': 'Took merchandise', '0400': 'Force used', '0416': 'Hit-Hit w/ weapon'}",3,3
90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-24,2010-01-27,100105655,34.0617,-118.2469,500 N  FIGUEROA                     ST,0344 1251 1300,108,0111,2230,"{'0344': 'Removes vict property', '1251': 'Victim was a student', '1300': 'Vehicle involved'}",3,3
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-02-01,2010-02-02,100105663,34.0446,-118.2450,5TH                          ST,,101,0147,2025,{'nan': 'Unknown code'},1,1
90012,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-02-01,2010-02-02,100105664,34.0566,-118.2319,900 N  VIGNES                       ST,0325,210,0119,1825,{'0325': 'Took merchandise'},1,1
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-02-01,2010-02-02,100105669,34.0449,-118.2458,300 E  5TH                          ST,0344,203,0147,1930,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,649,DOCUMENT FORGERY / STOLEN FELONY,2010-02-01,2010-02-02,100105670,34.0438,-118.2547,800 S  BROADWAY,9999,203,0163,1440,{'9999': 'Indistinctive MO'},1,1
